44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:40:01.0 (57024691)|VARIABLE_ASSIGNMENT|[31]|posItem|{"Id":"a0A0I00000lqmawUAA","Name":"POS 101 - VadaPav","POS_Location__c":"a030I000010qcmyQAA","POS_Product__c":"a0528000002DQVYAA4","Qty_on_Hand__c":50,"POS__c":"a0528000002DQVYAA4a0 (16 more) ...","Qty_Available__c":45}|0x29cca132
14:40:01.0 (57034231)|STATEMENT_EXECUTE|[34]
14:40:01.0 (57035790)|STATEMENT_EXECUTE|[35]
14:40:01.0 (57052790)|HEAP_ALLOCATE|[35]|Bytes:4
14:40:01.0 (57064834)|VARIABLE_SCOPE_BEGIN|[35]|pItm|POS_Inventory__c|true|false
14:40:01.0 (57076133)|VARIABLE_ASSIGNMENT|[35]|pItm|{}|0x17bb5ca1
14:40:01.0 (57081627)|STATEMENT_EXECUTE|[36]
14:40:01.0 (57112761)|VARIABLE_ASSIGNMENT|[36]|this.Id|"a0A0I00000lqmawUAA"|0x17bb5ca1
14:40:01.0 (57118735)|STATEMENT_EXECUTE|[37]
14:40:01.0 (57154390)|VARIABLE_ASSIGNMENT|[37]|this.POS_Location__c|"a030I000010qcmyQAA"|0x17bb5ca1
14:40:01.0 (57160481)|STATEMENT_EXECUTE|[39]
14:40:01.0 (57183427)|VARIABLE_ASSIGNMENT|[39]|this.Qty_on_Hand__c|50|0x17bb5ca1
14:40:01.0 (57189234)|STATEMENT_EXECUTE|[40]
14:40:01.0 (57213363)|HEAP_ALLOCATE|[40]|Bytes:4
14:40:01.0 (57223319)|VARIABLE_ASSIGNMENT|[40]|this.qtyInHand|50|0x64d54cda
14:40:01.0 (57228523)|STATEMENT_EXECUTE|[41]
14:40:01.0 (57236770)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (57243141)|STATEMENT_EXECUTE|[42]
14:40:01.0 (57253351)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:40:01.0 (57259432)|STATEMENT_EXECUTE|[43]
14:40:01.0 (57270925)|HEAP_ALLOCATE|[43]|Bytes:2
14:40:01.0 (57280605)|HEAP_ALLOCATE|[43]|Bytes:20
14:40:01.0 (57289143)|USER_DEBUG|[43]|DEBUG|value of qtyInHand50
14:40:01.0 (57300276)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (57325987)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (57334684)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (57389286)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (57396221)|VARIABLE_SCOPE_BEGIN|[31]|posItem|POS_Inventory__c|true|false
14:40:01.0 (57421578)|VARIABLE_ASSIGNMENT|[31]|posItem|{"Id":"a0A0I00000lqmarUAA","Name":"POS 102 - VadaPav","POS_Location__c":"a030I000010qcn8QAA","POS_Product__c":"a0528000002DQVYAA4","Qty_on_Hand__c":0,"POS__c":"a0528000002DQVYAA4a0 (16 more) ...","Qty_Available__c":0}|0x226fbbf2
14:40:01.0 (57429523)|STATEMENT_EXECUTE|[34]
14:40:01.0 (57431514)|STATEMENT_EXECUTE|[35]
14:40:01.0 (57447324)|HEAP_ALLOCATE|[35]|Bytes:4
14:40:01.0 (57458261)|VARIABLE_SCOPE_BEGIN|[35]|pItm|POS_Inventory__c|true|false
14:40:01.0 (57469394)|VARIABLE_ASSIGNMENT|[35]|pItm|{}|0x6ec167d8
14:40:01.0 (57474460)|STATEMENT_EXECUTE|[36]
14:40:01.0 (57500582)|VARIABLE_ASSIGNMENT|[36]|this.Id|"a0A0I00000lqmarUAA"|0x6ec167d8
14:40:01.0 (57506175)|STATEMENT_EXECUTE|[37]
14:40:01.0 (57532352)|VARIABLE_ASSIGNMENT|[37]|this.POS_Location__c|"a030I000010qcn8QAA"|0x6ec167d8
14:40:01.0 (57538309)|STATEMENT_EXECUTE|[39]
14:40:01.0 (57547790)|HEAP_ALLOCATE|[39]|Bytes:28
14:40:01.0 (57568815)|VARIABLE_ASSIGNMENT|[39]|this.Qty_on_Hand__c|0|0x6ec167d8
14:40:01.0 (57574632)|STATEMENT_EXECUTE|[40]
14:40:01.0 (57581019)|HEAP_ALLOCATE|[40]|Bytes:28
14:40:01.0 (57603794)|HEAP_ALLOCATE|[40]|Bytes:4
14:40:01.0 (57612389)|VARIABLE_ASSIGNMENT|[40]|this.qtyInHand|0|0x64d54cda
14:40:01.0 (57618033)|STATEMENT_EXECUTE|[41]
14:40:01.0 (57626002)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (57631917)|STATEMENT_EXECUTE|[42]
14:40:01.0 (57641794)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:40:01.0 (57647504)|STATEMENT_EXECUTE|[43]
14:40:01.0 (57658399)|HEAP_ALLOCATE|[43]|Bytes:1
14:40:01.0 (57668345)|HEAP_ALLOCATE|[43]|Bytes:19
14:40:01.0 (57676826)|USER_DEBUG|[43]|DEBUG|value of qtyInHand0
14:40:01.0 (57686205)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (57699991)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (57709181)|VARIABLE_ASSIGNMENT|[31]|posItem|null|
14:40:01.0 (57728699)|STATEMENT_EXECUTE|[46]
14:40:01.0 (57742684)|HEAP_ALLOCATE|[46]|Bytes:4
14:40:01.0 (57765560)|VARIABLE_SCOPE_BEGIN|[46]|posInv|POS_Inventory__c|true|false
14:40:01.0 (57778204)|VARIABLE_ASSIGNMENT|[46]|posInv|{}|0x22c89e03
14:40:01.0 (57787451)|HEAP_ALLOCATE|[48]|Bytes:312
14:40:01.0 (57806652)|HEAP_ALLOCATE|[48]|Bytes:4
14:40:01.0 (58421453)|SOQL_EXECUTE_BEGIN|[48]|Aggregations:0|SELECT Id, Name, POS_Orders__c, POS_Orders__r.pos__c, POS_Orders__r.destinationPOS_Id__c, POS_Products__c, Destination_POS_Id__c, Source_POS_Id__c, updated__c, POS_Source_Location__c, POS_Source_Inventory__c, Units__c, POS_Inventory__c, POS_Location__c FROM POS_Order_Products__c 
14:40:01.0 (148961506)|SOQL_EXECUTE_END|[48]|Rows:12
14:40:01.0 (148999935)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
14:40:01.0 (149162929)|HEAP_ALLOCATE|[48]|Bytes:28
14:40:01.0 (149198670)|HEAP_ALLOCATE|[48]|Bytes:52
14:40:01.0 (149213243)|HEAP_ALLOCATE|[48]|Bytes:8
14:40:01.0 (149217825)|HEAP_ALLOCATE|[48]|Bytes:8
14:40:01.0 (149226873)|VARIABLE_SCOPE_BEGIN|[15]|this|Database.QueryLocatorIterator|true|false
14:40:01.0 (149274346)|VARIABLE_ASSIGNMENT|[15]|this|{}|0x52809903
14:40:01.0 (149282048)|VARIABLE_SCOPE_BEGIN|[15]|values|List<SObject>|true|false
14:40:01.0 (149301115)|VARIABLE_ASSIGNMENT|[15]|values|"List of size 12 too large to display"|0x6e88279d
14:40:01.0 (149307448)|VARIABLE_SCOPE_BEGIN|[15]|ql|Database.QueryLocator|true|false
14:40:01.0 (149338083)|VARIABLE_ASSIGNMENT|[15]|ql|{"query":"SELECT Id, Name, POS (292 more) ..."}|0x1ec7f5db
14:40:01.0 (149347633)|VARIABLE_SCOPE_BEGIN|[15]|totalNumRecords|Integer|false|false
14:40:01.0 (149364057)|VARIABLE_ASSIGNMENT|[15]|totalNumRecords|12
14:40:01.0 (149368627)|VARIABLE_SCOPE_BEGIN|[15]|queryMoreSize|Integer|false|false
14:40:01.0 (149375625)|VARIABLE_ASSIGNMENT|[15]|queryMoreSize|49979
14:40:01.0 (149445526)|HEAP_ALLOCATE|[48]|Bytes:28
14:40:01.0 (149469889)|METHOD_ENTRY|[48]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (149504502)|METHOD_EXIT|[48]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (149513227)|METHOD_ENTRY|[48]||Database.QueryLocatorIterator.next()
14:40:01.0 (149597316)|METHOD_EXIT|[48]||Database.QueryLocatorIterator.next()
14:40:01.0 (149615728)|VARIABLE_SCOPE_BEGIN|[48]|posOrdPrd|POS_Order_Products__c|true|false
14:40:01.0 (149668955)|VARIABLE_ASSIGNMENT|[48]|posOrdPrd|{"Id":"a0828000004fNuAAAU","Name":"POP-0068","POS_Orders__c":"a0428000007DiuRAAS","POS_Products__c":"a0528000002DQVYAA4","Destination_POS_Id__c":"a030I000010pkSb","Source_POS_Id__c":"a0328000000GR7k","updated__c":true,"POS_Source_Location__c":"a0328000000GR7kAAG","POS_Source_Inventory__c":"a0A28000002RTsVEAW","Units__c":3,"POS_Inventory__c":"a0A0I00000gZCVQUA4","POS_Location__c":"a030I000010pkSbQAI","POS_Orders__r":{"Id":"a0428000007DiuRAAS","POS__c":"a0328000000GR7kAAG","DestinationPOS_Id__c":"a030I000010pkSbQAI"}}|0x1296d04f
14:40:01.0 (149696981)|STATEMENT_EXECUTE|[54]
14:40:01.0 (149700615)|STATEMENT_EXECUTE|[57]
14:40:01.0 (149725659)|HEAP_ALLOCATE|[57]|Bytes:4
14:40:01.0 (149814997)|VARIABLE_SCOPE_BEGIN|[57]|pop|POS_Order_Products__c|true|false
14:40:01.0 (149831358)|VARIABLE_ASSIGNMENT|[57]|pop|{}|0x44080b9f
14:40:01.0 (149838799)|STATEMENT_EXECUTE|[58]
14:40:01.0 (149901983)|VARIABLE_ASSIGNMENT|[58]|this.Id|"a0828000004fNuAAAU"|0x44080b9f
14:40:01.0 (149912299)|STATEMENT_EXECUTE|[59]
14:40:01.0 (150038831)|VARIABLE_ASSIGNMENT|[59]|this.POS_Source_Location__c|"a0328000000GR7kAAG"|0x44080b9f
14:40:01.0 (150049160)|STATEMENT_EXECUTE|[60]
14:40:01.0 (150120459)|VARIABLE_ASSIGNMENT|[60]|this.POS_Location__c|"a030I000010pkSbQAI"|0x44080b9f
14:40:01.0 (150131402)|STATEMENT_EXECUTE|[62]
14:40:01.0 (150276049)|VARIABLE_ASSIGNMENT|[62]|this.POS_Source_Inventory__c|"a0A28000002RTsVEAW"|0x44080b9f
14:40:01.0 (150288104)|STATEMENT_EXECUTE|[66]
14:40:01.0 (150312679)|HEAP_ALLOCATE|[66]|Bytes:4
14:40:01.0 (150393591)|VARIABLE_SCOPE_BEGIN|[66]|posInvTr|POS_Inventory_Transaction__c|true|false
14:40:01.0 (150415480)|VARIABLE_ASSIGNMENT|[66]|posInvTr|{}|0x6b93784c
14:40:01.0 (150424591)|STATEMENT_EXECUTE|[67]
14:40:01.0 (150503640)|VARIABLE_ASSIGNMENT|[67]|this.POS_Order_Product__c|"a0828000004fNuAAAU"|0x6b93784c
14:40:01.0 (150511757)|STATEMENT_EXECUTE|[68]
14:40:01.0 (150604721)|VARIABLE_ASSIGNMENT|[68]|this.POS_Inventory__c|"a0A28000002RTsVEAW"|0x6b93784c
14:40:01.0 (150612740)|STATEMENT_EXECUTE|[69]
14:40:01.0 (150642840)|VARIABLE_ASSIGNMENT|[69]|this.POS_Product__c|"a0528000002DQVYAA4"|0x6b93784c
14:40:01.0 (150649530)|STATEMENT_EXECUTE|[70]
14:40:01.0 (150673305)|HEAP_ALLOCATE|[70]|Bytes:28
14:40:01.0 (150745314)|HEAP_ALLOCATE|[70]|Bytes:28
14:40:01.0 (150785370)|VARIABLE_ASSIGNMENT|[70]|this.Qty_Sold__c|-3|0x6b93784c
14:40:01.0 (150792229)|STATEMENT_EXECUTE|[71]
14:40:01.0 (150830324)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (150839816)|STATEMENT_EXECUTE|[73]
14:40:01.0 (150857385)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (150862385)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (150867710)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (150902263)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (150929302)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (150967132)|VARIABLE_ASSIGNMENT|[73]|this.Qty_on_Hand__c|-3|0x22c89e03
14:40:01.0 (150973458)|STATEMENT_EXECUTE|[74]
14:40:01.0 (151032447)|VARIABLE_ASSIGNMENT|[74]|this.Id|"a0A28000002RTsVEAW"|0x22c89e03
14:40:01.0 (151040218)|STATEMENT_EXECUTE|[75]
14:40:01.0 (151064753)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (151072883)|STATEMENT_EXECUTE|[76]
14:40:01.0 (151077133)|HEAP_ALLOCATE|[76]|Bytes:24
14:40:01.0 (151213452)|HEAP_ALLOCATE|[76]|Bytes:933
14:40:01.0 (151231902)|HEAP_ALLOCATE|[76]|Bytes:957
14:40:01.0 (151244247)|USER_DEBUG|[76]|DEBUG|value of posProduct Item(POS_Inventory__c:{Id=a0A28000002RSxdEAG, POS_Location__c=a0328000003VJ2BAAW, Qty_on_Hand__c=34}, POS_Inventory__c:{Id=a0A28000002TpsiEAC, POS_Location__c=a0328000003VJ2BAAW, Qty_on_Hand__c=0}, POS_Inventory__c:{Id=a0A28000002RSxTEAW, POS_Location__c=a0328000000GP8pAAG, Qty_on_Hand__c=10}, POS_Inventory__c:{Id=a0A28000002RTrwEAG, POS_Location__c=a0328000000GP8zAAG, Qty_on_Hand__c=null}, POS_Inventory__c:{Id=a0A28000002RTsVEAW, POS_Location__c=a0328000000GR7kAAG, Qty_on_Hand__c=11}, POS_Inventory__c:{Id=a0A28000002TgBlEAK, POS_Location__c=a0328000000GSMeAAO, Qty_on_Hand__c=10}, POS_Inventory__c:{Id=a0A0I00000gZCVQUA4, POS_Location__c=a030I000010pkSbQAI, Qty_on_Hand__c=0}, POS_Inventory__c:{Id=a0A0I00000lqmawUAA, POS_Location__c=a030I000010qcmyQAA, Qty_on_Hand__c=50}, POS_Inventory__c:{Id=a0A0I00000lqmarUAA, POS_Location__c=a030I000010qcn8QAA, Qty_on_Hand__c=0}, POS_Inventory__c:{Qty_on_Hand__c=-3, Id=a0A28000002RTsVEAW})
14:40:01.0 (151320655)|STATEMENT_EXECUTE|[79]
14:40:01.0 (151322681)|STATEMENT_EXECUTE|[80]
14:40:01.0 (151380014)|VARIABLE_ASSIGNMENT|[80]|this.POS_Inventory__c|"a0A0I00000gZCVQUA4"|0x44080b9f
14:40:01.0 (151387871)|STATEMENT_EXECUTE|[83]
14:40:01.0 (151403892)|HEAP_ALLOCATE|[83]|Bytes:4
14:40:01.0 (151428968)|VARIABLE_SCOPE_BEGIN|[83]|posInvTr1|POS_Inventory_Transaction__c|true|false
14:40:01.0 (151448984)|VARIABLE_ASSIGNMENT|[83]|posInvTr1|{}|0x9dc5d3c
14:40:01.0 (151457990)|STATEMENT_EXECUTE|[84]
14:40:01.0 (151499265)|VARIABLE_ASSIGNMENT|[84]|this.POS_Order_Product__c|"a0828000004fNuAAAU"|0x9dc5d3c
14:40:01.0 (151509345)|STATEMENT_EXECUTE|[85]
14:40:01.0 (151603416)|VARIABLE_ASSIGNMENT|[85]|this.POS_Inventory__c|"a0A0I00000gZCVQUA4"|0x9dc5d3c
14:40:01.0 (151614612)|STATEMENT_EXECUTE|[86]
14:40:01.0 (151648102)|VARIABLE_ASSIGNMENT|[86]|this.POS_Product__c|"a0528000002DQVYAA4"|0x9dc5d3c
14:40:01.0 (151658926)|STATEMENT_EXECUTE|[87]
14:40:01.0 (151699398)|VARIABLE_ASSIGNMENT|[87]|this.Qty_Sold__c|3|0x9dc5d3c
14:40:01.0 (151710934)|STATEMENT_EXECUTE|[88]
14:40:01.0 (151749427)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (151762647)|STATEMENT_EXECUTE|[90]
14:40:01.0 (151802386)|VARIABLE_ASSIGNMENT|[90]|this.updated__c|true|0x44080b9f
14:40:01.0 (151812830)|STATEMENT_EXECUTE|[92]
14:40:01.0 (151852654)|HEAP_ALLOCATE|[92]|Bytes:18
14:40:01.0 (151871437)|HEAP_ALLOCATE|[92]|Bytes:3
14:40:01.0 (151981304)|HEAP_ALLOCATE|[92]|Bytes:227
14:40:01.0 (152009600)|HEAP_ALLOCATE|[92]|Bytes:248
14:40:01.0 (152024767)|USER_DEBUG|[92]|DEBUG|a0828000004fNuAAAU===POS_Inventory__c:{Id=a0A0I00000gZCVQUA4, Name=POS Location 100 - VadaPav, POS_Location__c=a030I000010pkSbQAI, POS_Product__c=a0528000002DQVYAA4, Qty_on_Hand__c=0, POS__c=a0528000002DQVYAA4a030I000010pkSbQAI, Qty_Available__c=0}
14:40:01.0 (152038373)|STATEMENT_EXECUTE|[93]
14:40:01.0 (152071158)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (152088259)|METHOD_ENTRY|[48]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (152125090)|METHOD_EXIT|[48]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (152134012)|METHOD_ENTRY|[48]||Database.QueryLocatorIterator.next()
14:40:01.0 (152210163)|METHOD_EXIT|[48]||Database.QueryLocatorIterator.next()
14:40:01.0 (152220929)|VARIABLE_SCOPE_BEGIN|[48]|posOrdPrd|POS_Order_Products__c|true|false
14:40:01.0 (152281054)|VARIABLE_ASSIGNMENT|[48]|posOrdPrd|{"Id":"a0828000004fNWcAAM","Name":"POP-0063","POS_Orders__c":"a0428000007DiRtAAK","POS_Products__c":"a0528000002DQVYAA4","Destination_POS_Id__c":"a030I000010pkSb","Source_POS_Id__c":"a0328000000GR7k","updated__c":true,"POS_Source_Location__c":"a0328000000GR7kAAG","POS_Source_Inventory__c":"a0A28000002RTsVEAW","Units__c":2,"POS_Inventory__c":"a0A0I00000gZCVQUA4","POS_Location__c":"a030I000010pkSbQAI","POS_Orders__r":{"Id":"a0428000007DiRtAAK","POS__c":"a0328000000GR7kAAG","DestinationPOS_Id__c":"a030I000010pkSbQAI"}}|0x3b26b057
14:40:01.0 (152297872)|STATEMENT_EXECUTE|[54]
14:40:01.0 (152299959)|STATEMENT_EXECUTE|[57]
14:40:01.0 (152322301)|HEAP_ALLOCATE|[57]|Bytes:4
14:40:01.0 (152338604)|VARIABLE_SCOPE_BEGIN|[57]|pop|POS_Order_Products__c|true|false
14:40:01.0 (152353812)|VARIABLE_ASSIGNMENT|[57]|pop|{}|0x8587cf0
14:40:01.0 (152361038)|STATEMENT_EXECUTE|[58]
14:40:01.0 (152399710)|VARIABLE_ASSIGNMENT|[58]|this.Id|"a0828000004fNWcAAM"|0x8587cf0
14:40:01.0 (152409938)|STATEMENT_EXECUTE|[59]
14:40:01.0 (152464576)|VARIABLE_ASSIGNMENT|[59]|this.POS_Source_Location__c|"a0328000000GR7kAAG"|0x8587cf0
14:40:01.0 (152473828)|STATEMENT_EXECUTE|[60]
14:40:01.0 (152508032)|VARIABLE_ASSIGNMENT|[60]|this.POS_Location__c|"a030I000010pkSbQAI"|0x8587cf0
14:40:01.0 (152516121)|STATEMENT_EXECUTE|[62]
14:40:01.0 (152573566)|VARIABLE_ASSIGNMENT|[62]|this.POS_Source_Inventory__c|"a0A28000002RTsVEAW"|0x8587cf0
14:40:01.0 (152583745)|STATEMENT_EXECUTE|[66]
14:40:01.0 (152600755)|HEAP_ALLOCATE|[66]|Bytes:4
14:40:01.0 (152617111)|VARIABLE_SCOPE_BEGIN|[66]|posInvTr|POS_Inventory_Transaction__c|true|false
14:40:01.0 (152634114)|VARIABLE_ASSIGNMENT|[66]|posInvTr|{}|0x415d7b67
14:40:01.0 (152641727)|STATEMENT_EXECUTE|[67]
14:40:01.0 (152678245)|VARIABLE_ASSIGNMENT|[67]|this.POS_Order_Product__c|"a0828000004fNWcAAM"|0x415d7b67
14:40:01.0 (152687977)|STATEMENT_EXECUTE|[68]
14:40:01.0 (152746457)|VARIABLE_ASSIGNMENT|[68]|this.POS_Inventory__c|"a0A28000002RTsVEAW"|0x415d7b67
14:40:01.0 (152756229)|STATEMENT_EXECUTE|[69]
14:40:01.0 (152785716)|VARIABLE_ASSIGNMENT|[69]|this.POS_Product__c|"a0528000002DQVYAA4"|0x415d7b67
14:40:01.0 (152794163)|STATEMENT_EXECUTE|[70]
14:40:01.0 (152804831)|HEAP_ALLOCATE|[70]|Bytes:28
14:40:01.0 (152839022)|HEAP_ALLOCATE|[70]|Bytes:28
14:40:01.0 (152879338)|VARIABLE_ASSIGNMENT|[70]|this.Qty_Sold__c|-2|0x415d7b67
14:40:01.0 (152894037)|STATEMENT_EXECUTE|[71]
14:40:01.0 (152909844)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (152919300)|STATEMENT_EXECUTE|[73]
14:40:01.0 (152933039)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (152939129)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (152946680)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (152972315)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (152999435)|HEAP_ALLOCATE|[73]|Bytes:28
14:40:01.0 (153039920)|VARIABLE_ASSIGNMENT|[73]|this.Qty_on_Hand__c|-2|0x22c89e03
14:40:01.0 (153050213)|STATEMENT_EXECUTE|[74]
14:40:01.0 (153104304)|VARIABLE_ASSIGNMENT|[74]|this.Id|"a0A28000002RTsVEAW"|0x22c89e03
14:40:01.0 (153113405)|STATEMENT_EXECUTE|[75]
14:40:01.0 (153127304)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (153136940)|STATEMENT_EXECUTE|[76]
14:40:01.0 (153312416)|HEAP_ALLOCATE|[76]|Bytes:938
14:40:01.0 (153335158)|HEAP_ALLOCATE|[76]|Bytes:962
14:40:01.0 (153347943)|USER_DEBUG|[76]|DEBUG|value of posProduct Item(POS_Inventory__c:{Id=a0A28000002RSxdEAG, POS_Location__c=a0328000003VJ2BAAW, Qty_on_Hand__c=34}, POS_Inventory__c:{Id=a0A28000002TpsiEAC, POS_Location__c=a0328000003VJ2BAAW, Qty_on_Hand__c=0}, POS_Inventory__c:{Id=a0A28000002RSxTEAW, POS_Location__c=a0328000000GP8pAAG, Qty_on_Hand__c=10}, POS_Inventory__c:{Id=a0A28000002RTrwEAG, POS_Location__c=a0328000000GP8zAAG, Qty_on_Hand__c=null}, POS_Inventory__c:{Id=a0A28000002RTsVEAW, POS_Location__c=a0328000000GR7kAAG, Qty_on_Hand__c=11}, POS_Inventory__c:{Id=a0A28000002TgBlEAK, POS_Location__c=a0328000000GSMeAAO, Qty_on_Hand__c=10}, POS_Inventory__c:{Id=a0A0I00000gZCVQUA4, POS_Location__c=a030I000010pkSbQAI, Qty_on_Hand__c=0}, POS_Inventory__c:{Id=a0A0I00000lqmawUAA, POS_Location__c=a030I000010qcmyQAA, Qty_on_Hand__c=50}, POS_Inventory__c:{Id=a0A0I00000lqmarUAA, POS_Location__c=a030I000010qcn8QAA, Qty_on_Hand__c=0}, POS_Inventory__c:{Qty_on_Hand__c=-2, Id=a0A28000002RTsVEAW}, ...)
14:40:01.0 (153415998)|STATEMENT_EXECUTE|[79]
14:40:01.0 (153418968)|STATEMENT_EXECUTE|[80]
14:40:01.0 (153473858)|VARIABLE_ASSIGNMENT|[80]|this.POS_Inventory__c|"a0A0I00000gZCVQUA4"|0x8587cf0
14:40:01.0 (153484614)|STATEMENT_EXECUTE|[83]
14:40:01.0 (153502511)|HEAP_ALLOCATE|[83]|Bytes:4
14:40:01.0 (153519771)|VARIABLE_SCOPE_BEGIN|[83]|posInvTr1|POS_Inventory_Transaction__c|true|false
14:40:01.0 (153539198)|VARIABLE_ASSIGNMENT|[83]|posInvTr1|{}|0x2a83ebcd
14:40:01.0 (153547535)|STATEMENT_EXECUTE|[84]
14:40:01.0 (153585138)|VARIABLE_ASSIGNMENT|[84]|this.POS_Order_Product__c|"a0828000004fNWcAAM"|0x2a83ebcd
14:40:01.0 (153594266)|STATEMENT_EXECUTE|[85]
14:40:01.0 (153647225)|VARIABLE_ASSIGNMENT|[85]|this.POS_Inventory__c|"a0A0I00000gZCVQUA4"|0x2a83ebcd
14:40:01.0 (153656539)|STATEMENT_EXECUTE|[86]
14:40:01.0 (153685388)|VARIABLE_ASSIGNMENT|[86]|this.POS_Product__c|"a0528000002DQVYAA4"|0x2a83ebcd
14:40:01.0 (153694675)|STATEMENT_EXECUTE|[87]
14:40:01.0 (153723327)|VARIABLE_ASSIGNMENT|[87]|this.Qty_Sold__c|2|0x2a83ebcd
14:40:01.0 (153732058)|STATEMENT_EXECUTE|[88]
14:40:01.0 (153745887)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (153756296)|STATEMENT_EXECUTE|[90]
14:40:01.0 (153783171)|VARIABLE_ASSIGNMENT|[90]|this.updated__c|true|0x8587cf0
14:40:01.0 (153791015)|STATEMENT_EXECUTE|[92]
14:40:01.0 (153813484)|HEAP_ALLOCATE|[92]|Bytes:18
14:40:01.0 (153918842)|HEAP_ALLOCATE|[92]|Bytes:227
14:40:01.0 (153943460)|HEAP_ALLOCATE|[92]|Bytes:248
14:40:01.0 (153955642)|USER_DEBUG|[92]|DEBUG|a0828000004fNWcAAM===POS_Inventory__c:{Id=a0A0I00000gZCVQUA4, Name=POS Location 100 - VadaPav, POS_Location__c=a030I000010pkSbQAI, POS_Product__c=a0528000002DQVYAA4, Qty_on_Hand__c=0, POS__c=a0528000002DQVYAA4a030I000010pkSbQAI, Qty_Available__c=0}
14:40:01.0 (153970136)|STATEMENT_EXECUTE|[93]
14:40:01.0 (153983613)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (153999634)|METHOD_ENTRY|[48]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (154033699)|METHOD_EXIT|[48]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (154044464)|METHOD_ENTRY|[48]||Database.QueryLocatorIterator.next()
14:40:01.0 (154113783)|METHOD_EXIT|[48]||Database.QueryLocatorIterator.next()
14:40:01.0 (154124256)|VARIABLE_SCOPE_BEGIN|[48]|posOrdPrd|POS_Order_Products__c|true|false
14:40:01.0 (154185984)|VARIABLE_ASSIGNMENT|[48]|posOrdPrd|{"Id":"a0828000004fNk5AAE","Name":"POP-0064","POS_Orders__c":"a0428000007DibtAAC","POS_Products__c":"a0528000002DQVYAA4","Destination_POS_Id__c":"a030I000010pkSb","Source_POS_Id__c":"a0328000000GR7k","updated__c":true,"POS_Source_Location__c":"a0328000000GR7kAAG","POS_Source_Inventory__c":"a0A28000002RTsVEAW","Units__c":3,"POS_Inventory__c":"a0A0I00000gZCVQUA4","POS_Location__c":"a030I000010pkSbQAI","POS_Orders__r":{"Id":"a0428000007DibtAAC","POS__c":"a0328000000GR7kAAG","DestinationPOS_Id__c":"a030I000010pkSbQAI"}}|0x242942c2
14:40:01.0 (154204204)|STATEMENT_EXECUTE|[54]
14:40:01.0 (154206657)|STATEMENT_EXECUTE|[57]
14:40:01.0 (154228128)|HEAP_ALLOCATE|[57]|Bytes:4
14:40:01.0 (154243940)|VARIABLE_SCOPE_BEGIN|[57]|pop|POS_Order_Products__c|true|false
14:40:01.0 (154259261)|VARIABLE_ASSIGNMENT|[57]|pop|{}|0x6fdd054b
14:40:01.0 (154267537)|STATEMENT_EXECUTE|[58]
